id,commented_sec,comment,is_emoticon
14274,8866.344,これはまずい,False
14275,8868.511,よしはる？,False
14276,8870.187,しゃああああｗ,False
14277,8871.806,シャさんオオカミに狙われすぎる,False
14278,8872.315,まずい,False
14279,8874.592,まずいかも,False
14280,8878.198,これはまずい,False
14281,8882.788,初手釈迦狙いは先生かぁ？,False
14282,8883.041,スマホで無料,False
14283,8885.456,シャカさんつよむーぶするから,False
14284,8897.067,www,False
14285,8898.887,geaさん鬼？,False
14286,8901.047,やばいこれ,False
14287,8904.546,spygeaHi spygeaHi,True
14288,8906.215,孤立してる,False
14289,8906.745,しおりん全然みなかったな,False
14290,8906.798,人間だよ,False
14291,8911.13,しゃかさんよくしゃべるから狙われるのかな shakaHera,True
14292,8912.758,ギアさん,False
14293,8913.075,ギア孤立,False
14294,8913.717,dtnytnCrazy,True
14295,8915.369,ありがと,False
14296,8919.138,banana__87 is gifting 3 Tier 1 Subs to SPYGEA's community! They've gifted a total of 163 in the channel! ,False
14297,8920.29,banana__87 gifted a Tier 1 sub to ごゔぉう! ,False
14298,8920.357,banana__87 gifted a Tier 1 sub to ぬれ煎餅! ,False
